no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_list_url,source_page,verification_date,family_office_classification,telemarketing_priority,calling_status,contact_result,follow_up_date,assigned_to,notes
1521,KRUNG THAI BANK PUBLIC COMPANY LIMITED,Banking,Wholesale Bank,+65 65336691,65 CHULIA STREET #32-05/08 OCBC CENTRE 049513,http://www.ktb.co.th,https://eservices.mas.gov.sg/fid/institution/detail/3255-KRUNG-THAI-BANK-PUBLIC-COMPANY-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1522,KSC (S) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62244813,101 CECIL STREET #13-09 TONG ENG BUILDING 069533,,https://eservices.mas.gov.sg/fid/institution/detail/1448-KSC-S-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1523,KV ASIA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69111964,63 CHULIA STREET #15-01 OCBC CENTRE EAST 049514,,https://eservices.mas.gov.sg/fid/institution/detail/2359-KV-ASIA-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1524,KWAN HEI GLOBAL PTE. LTD.,Payments,Major Payment Institution,,"140, ROBINSON ROAD #09-06 CROWN AT ROBINSON 068907",,https://eservices.mas.gov.sg/fid/institution/detail/414820-KWAN-HEI-GLOBAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1525,KYORITSU INSURANCE BROKERS (SINGAPORE) PTE. LTD.,Financial Advisory; Insurance,Exempt Financial Adviser; Registered Insurance Broker,+65 65363075,112 ROBINSON ROAD #10-02 ROBINSON 112 068902,,https://eservices.mas.gov.sg/fid/institution/detail/2552-KYORITSU-INSURANCE-BROKERS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1526,L CATTERTON SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66727600,"36 BEACH ROAD, #02-02 189766",http://www.lcattertonasia.com,https://eservices.mas.gov.sg/fid/institution/detail/2288-L-CATTERTON-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1527,L-BRIDGE CAPITAL PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65409399,3 CHURCH STREET #11-03 SAMSUNG HUB 049483,http://www.lbridgecap.com,https://eservices.mas.gov.sg/fid/institution/detail/218518-L-BRIDGE-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1528,L-ENERGY CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69317477,7 HARVEY ROAD #10-01 LEBOND BUILDING 369613,https://le.capital,https://eservices.mas.gov.sg/fid/institution/detail/410849-L-ENERGY-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1529,L.C.H. (S) PTE LTD,Financial Advisory; Insurance,Exempt Financial Adviser; Registered Insurance Broker,+65 62213366,16 RAFFLES QUAY #34-01 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/285-L-C-H-S-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1530,LabyrinthX Technologies Pte. Ltd.,Capital Markets,Recognised Market Operator,+65 69807783,"151 CHIN SWEE ROAD, #07-12 MANHATTAN HOUSE 169876",https://www.agx.co,https://eservices.mas.gov.sg/fid/institution/detail/416441-LabyrinthX-Technologies-Pte-Ltd,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1531,LAND BANK OF TAIWAN,Banking,Wholesale Bank,+65 63494555,80 RAFFLES PLACE #34-01 UOB PLAZA 1 048624,,https://eservices.mas.gov.sg/fid/institution/detail/3367-LAND-BANK-OF-TAIWAN,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1532,LANDESBANK BADEN-WURTTEMBERG,Capital Markets; Financial Advisory; Banking,Exempt Capital Markets Services Entity; Exempt Financial Adviser; Wholesale Bank,+65 65627722,79 ROBINSON ROAD #20-01 068897,,https://eservices.mas.gov.sg/fid/institution/detail/3270-LANDESBANK-BADEN-WURTTEMBERG,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1533,LANDESBANK HESSEN-THUERINGEN GIROZENTRALE,Banking,Representative Office (Banking),+65 62380400,1 TEMASEK AVENUE #05-04 MILLENIA TOWER 039192,,https://eservices.mas.gov.sg/fid/institution/detail/218041-LANDESBANK-HESSEN-THUERINGEN-GIROZENTRALE,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1534,LANDMARK COMMERCE PTE. LTD.,Payments,Major Payment Institution,,182 CECIL STREET #17-102A FRASERS TOWER 069547,,https://eservices.mas.gov.sg/fid/institution/detail/409580-LANDMARK-COMMERCE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1535,LANDMARK REIT MANAGEMENT LTD.,Capital Markets,Capital Markets Services Licensee,+65 64109138,6 SHENTON WAY OUE DOWNTOWN 1 #40-05 068809,http://www.lmir-trust.com,https://eservices.mas.gov.sg/fid/institution/detail/1818-LANDMARK-REIT-MANAGEMENT-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1536,LARKFIELD ASSET MANAGEMENT PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 63233174,6 SHENTON WAY #40-01 OUE DOWNTOWN 1 068809,,https://eservices.mas.gov.sg/fid/institution/detail/1331-LARKFIELD-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1537,LASALLE INVESTMENT MANAGEMENT ASIA PTE LTD,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 64943500,88 MARKET STREET #35-02 CAPITASPRING 048948,http://www.lasalle.com,https://eservices.mas.gov.sg/fid/institution/detail/1047-LASALLE-INVESTMENT-MANAGEMENT-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1538,LAURO ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69322931,5 SHENTON WAY #10-01 UIC BUILDING 068808,,https://eservices.mas.gov.sg/fid/institution/detail/200489-LAURO-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1539,LAVA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,,ONE MARINA BOULEVARD #20-50 018989,,https://eservices.mas.gov.sg/fid/institution/detail/420830-LAVA-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1540,LAZARA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 88332931,101 CECIL STREET #23-03 TONG ENG BUILDING 069533,,https://eservices.mas.gov.sg/fid/institution/detail/427285-LAZARA-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1541,LAZARD ASIA LIMITED,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65342011,1 RAFFLES PLACE #29-63 ONE RAFFLES PLACE TOWER 2 048616,,https://eservices.mas.gov.sg/fid/institution/detail/815-LAZARD-ASIA-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1542,LAZARD ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65390500,9 RAFFLES PLACE UNIT 15-03 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/2548-LAZARD-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1543,LC CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 88008920,"21 MERCHANT ROAD #04-01, ROYAL MERUKH S.E.A 058267",http://www.lccsg.com,https://eservices.mas.gov.sg/fid/institution/detail/409083-LC-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1544,LCH INSURANCE BROKERS PTE. LTD.,Financial Advisory; Insurance,Exempt Financial Adviser; Registered Insurance Broker,+65 62213366,16 RAFFLES QUAY #34-01 HONG LEONG BUILDING 048581,https://www.lch.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/200588-LCH-INSURANCE-BROKERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1545,LCH LIMITED,Capital Markets,Recognised Clearing House,,,http://www.lch.com,https://eservices.mas.gov.sg/fid/institution/detail/201567-LCH-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1546,LCV MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96700409,1 PAYA LEBAR LINK #04-01 PAYA LEBAR QUARTER 408533,https://www.lanchiventures.com/,https://eservices.mas.gov.sg/fid/institution/detail/249751-LCV-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1547,LEADENHALL INSURANCE BROKERS PTE LTD.,Insurance,Registered Insurance Broker,+65 65033238,5A SHENTON WAY #15-20 068814,,https://eservices.mas.gov.sg/fid/institution/detail/378-LEADENHALL-INSURANCE-BROKERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1548,LEAFGREEN CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98377088,"2 CENTRAL BOULEVARD IOI CENTRAL BOULEVARD TOWERS, WEST TOWER #13-02 018916",http://www.leafgreen.com,https://eservices.mas.gov.sg/fid/institution/detail/429790-LEAFGREEN-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1549,LEAPCON CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 64071000,8 MARINA VIEW #42-01 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/436899-LEAPCON-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1550,LEGACY FA PTE. LTD.,Insurance; Financial Advisory,Exempt Insurance Broker; Licensed Financial Adviser,+65 66227801,201 HENDERSON ROAD #02-09 159545,https://www.LegacyFA-Asia.com,https://eservices.mas.gov.sg/fid/institution/detail/200569-LEGACY-FA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=14&count=100,14,2026-07-11,,,Not Called,,,,
1551,LEGEND UNION PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 62338610,80 RAFFLES PLACE #21-20 UOB PLAZA 048624,,https://eservices.mas.gov.sg/fid/institution/detail/426649-LEGEND-UNION-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1552,LENDLEASE GLOBAL COMMERCIAL TRUST MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66716600,"2 TANJONG KATONG #05-01 PLQ3, PAYA LEBAR QUARTER 437161",,https://eservices.mas.gov.sg/fid/institution/detail/227244-LENDLEASE-GLOBAL-COMMERCIAL-TRUST-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1553,LENOVO INSURANCE PTE. LTD.,Insurance,Captive Insurer (General),+65 6221 8222,"2, SHENTON WAY #26-01 SGX CENTRE I 068804",https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/1597-LENOVO-INSURANCE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1554,Leo Wealth Singapore Pte. Ltd.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65898678,2 CENTRAL BLVD #32-07 018916,https://www.leowealth.global,https://eservices.mas.gov.sg/fid/institution/detail/4474-Leo-Wealth-Singapore-Pte-Ltd,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1555,LEONTEQ SECURITIES (SINGAPORE) PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 66905200,"6 SHENTON WAY OUE DOWNTOWN 2, #23-09A 068809",https://sg.leonteq.com,https://eservices.mas.gov.sg/fid/institution/detail/4351-LEONTEQ-SECURITIES-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1556,LEXON INSURANCE PTE. LTD.,Insurance,Captive Insurer (General),+65 6221 8222,2 SHENTON WAY #26-01 SGX CENTRE 1 068804,https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/1163-LEXON-INSURANCE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1557,LGIM SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62636100,"CAPITAL SQUARE, 23 CHURCH STREET LEVEL 7, UNIT 15-17 049481",,https://eservices.mas.gov.sg/fid/institution/detail/410856-LGIM-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1558,LGT BANK (SINGAPORE) LTD.,Capital Markets; Financial Advisory; Banking,Exempt Capital Markets Services Entity; Exempt Financial Adviser; Exempt Trust Company; Merchant Bank,+65 64153800,3 TEMASEK AVENUE #30-01 CENTENNIAL TOWER 039190,,https://eservices.mas.gov.sg/fid/institution/detail/1194-LGT-BANK-SINGAPORE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1559,LGT CAPITAL PARTNERS (SINGAPORE) PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 60478270,"2 CENTRAL BOULEVARD, IOI CENTRAL BOULEVARD TOWERS, LEVEL 40, UNIT 32, 018916",https://www.lgtcp.com,https://eservices.mas.gov.sg/fid/institution/detail/443490-LGT-CAPITAL-PARTNERS-SINGAPORE-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1560,LGZ CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69746802,7 TEMASEK BOULEVARD #12-07 SUNTEC TOWER ONE 038987,https://www.lgzcapital.com,https://eservices.mas.gov.sg/fid/institution/detail/248267-LGZ-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1561,LIBEARA (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98288579,9 RAFFLES PLACE #18-21 REPUBLIC PLAZA 048619,https://libeara.com,https://eservices.mas.gov.sg/fid/institution/detail/431842-LIBEARA-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1562,LIBERALIZE PTE. LTD.,Payments,Standard Payment Institution,65 87311877,23 LORONG 3 TOA PAYOH #21-10 319582,http://www.liberalize.io,https://eservices.mas.gov.sg/fid/institution/detail/242225-LIBERALIZE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1563,LIBERATIVE CAPITAL ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96960639,101 CECIL STREET #09-05 TONG ENG BUILDING 069533,,https://eservices.mas.gov.sg/fid/institution/detail/249428-LIBERATIVE-CAPITAL-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1564,LIBERTY PTE. LIMITED,Insurance,Direct Insurer (General),+65 6622 9160,"1, RAFFLES QUAY #40-01 NORTH TOWER 048583",,https://eservices.mas.gov.sg/fid/institution/detail/200621-LIBERTY-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1565,LIFE INSURANCE CORPORATION (SINGAPORE) PTE. LTD.,Insurance,Direct Insurer (Life),+65 6223 4797,"3, RAFFLES PLACE #07-01 BHARAT BUILDING 048617",,https://eservices.mas.gov.sg/fid/institution/detail/2581-LIFE-INSURANCE-CORPORATION-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1566,LIFE PLANNING ASSOCIATES PRIVATE LIMITED,Financial Advisory,Licensed Financial Adviser,+65 63442781,"60 PAYA LEBAR ROAD #06-51, PAYA LEBAR SQUARE 409051",http://www.lpa.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/305-LIFE-PLANNING-ASSOCIATES-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1567,LIGHTHOUSE ADVISORS PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 90409813,16 RAFFLES QUAY #09-01 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/2586-LIGHTHOUSE-ADVISORS-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1568,LIGHTHOUSE CANTON PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 67130570,16 COLLYER QUAY #11-02 COLLYER QUAY CENTRE 049318,https://www.lighthouse-canton.com/,https://eservices.mas.gov.sg/fid/institution/detail/200187-LIGHTHOUSE-CANTON-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1569,LIGHTNET (SINGAPORE) PTE. LTD.,Payments,Major Payment Institution,,"9 RAFFLES PLACE LEVEL 5, REPUBLIC PLAZA 1 048619",http://lightnet.io/,https://eservices.mas.gov.sg/fid/institution/detail/242497-LIGHTNET-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1570,LIGHTSPEED SEA ADVISORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62288088,"IOI CENTRAL BOULEVARD TOWERS 2 , CENTRAL BOULEVARD #40-19/20 THE EXECUTIVE CENTRE 018916",,https://eservices.mas.gov.sg/fid/institution/detail/253452-LIGHTSPEED-SEA-ADVISORS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1571,LIM & TAN SECURITIES PTE LTD,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65330595,16 COLLYER QUAY #15-00 INCOME AT RAFFLES 049318,http://www.limtan.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/221-LIM-TAN-SECURITIES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1572,LIMA CAPITAL ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68360350,7 HOLLAND VILLAGE WAY #05-03 TOWER LOBBY B 275748,http://www.limacapitalasia.com,https://eservices.mas.gov.sg/fid/institution/detail/1780-LIMA-CAPITAL-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1573,LIMA INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 68281060,OUE DOWNTOWN GALLERY 6A SHENTON WAY (TWP) #04-45 068815,,https://eservices.mas.gov.sg/fid/institution/detail/218067-LIMA-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1574,LINDEN ASSET GROUP PRIVATE LTD.,Capital Markets,Capital Markets Services Licensee,+65 69776510,"SUITE 220, 2 PECK SEAH STREET, #02-01, AIR VIEW BUILDING 079305",,https://eservices.mas.gov.sg/fid/institution/detail/431908-LINDEN-ASSET-GROUP-PRIVATE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1575,LINDEN GROUP ASSOCIATES PTE. LTD.,Financial Advisory,Licensed Financial Adviser,+65 64388090,111 SOMERSET ROAD #09-07 238164,,https://eservices.mas.gov.sg/fid/institution/detail/1128-LINDEN-GROUP-ASSOCIATES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1576,LINEAGE CAPITAL PARTNERS PRIVATE LIMITED,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 60379294,#04-01 DOWNTOWN GALLERY 6A SHENTON WAY 068815,,https://eservices.mas.gov.sg/fid/institution/detail/434320-LINEAGE-CAPITAL-PARTNERS-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1577,LINGFENG CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,,10 COLLYER QUAY #37-80 OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/242723-LINGFENG-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1578,LINK HOTELS INTERNATIONAL PTE. LTD.,Payments,Money-changing Licensee,65 66228585,50 TIONG BAHRU ROAD 168733,,https://eservices.mas.gov.sg/fid/institution/detail/1831-LINK-HOTELS-INTERNATIONAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1579,LION CITY STORE,Payments,Money-changing Licensee,65 67340955,14 SCOTTS ROAD #03-68A FAR EAST PLAZA 228213,,https://eservices.mas.gov.sg/fid/institution/detail/94-LION-CITY-STORE,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1580,LION GLOBAL INVESTORS LIMITED,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 64176800,65 CHULIA STREET #18-01 OCBC CENTRE 049513,http://www.lionglobalinvestors.com,https://eservices.mas.gov.sg/fid/institution/detail/461-LION-GLOBAL-INVESTORS-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1581,LION TRUST (SINGAPORE) LIMITED,Capital Markets,Approved CIS Trustee; Capital Markets Services Licensee; Licensed Trust Company,+65 65335206,137 MARKET STREET #05-01 048943,http://www.liontrust.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1472-LION-TRUST-SINGAPORE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1582,LION X VENTURES PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 88926624,65 CHULIA STREET #36 – 07 OCBC CENTRE 049513,,https://eservices.mas.gov.sg/fid/institution/detail/408411-LION-X-VENTURES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1583,LIONER INTERNATIONAL CONSULTANCY PTE. LIMITED,Financial Advisory,Licensed Financial Adviser,+65 64388858,"1 RAFFLES PLACE, #38-01 ONE RAFFLES PLACE TOWER 1, 048616",https://www.lioner.com/,https://eservices.mas.gov.sg/fid/institution/detail/250175-LIONER-INTERNATIONAL-CONSULTANCY-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1584,LIQUID EDGE CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 90706004,16 RAFFLES QUAY #09-01 HONG LEONG BUILDING 048581,http://www.liquid-edge-capital.com/,https://eservices.mas.gov.sg/fid/institution/detail/428515-LIQUID-EDGE-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1585,LIQUID GROUP PTE. LTD.,Payments,Major Payment Institution,+65 69907437,491B RIVER VALLEY ROAD #04-02 VALLEY POINT 248373,https://www.liquidgroup.sg/,https://eservices.mas.gov.sg/fid/institution/detail/237897-LIQUID-GROUP-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1586,LIQUIDNET ASIA LIMITED,Capital Markets,Recognised Market Operator,,,http://www.liquidnet.com,https://eservices.mas.gov.sg/fid/institution/detail/201326-LIQUIDNET-ASIA-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1587,LIQUIDNET SINGAPORE PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 62286410,50 RAFFLES PLACE #41-00 SINGAPORE LAND TOWER 048623,http://www.liquidnet.com,https://eservices.mas.gov.sg/fid/institution/detail/219479-LIQUIDNET-SINGAPORE-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1588,LITTLELIVES INC PTE. LTD.,Payments,Standard Payment Institution,98299807,"9 RAFFLES PLACE, #19-21, REPUBLIC PLAZA 048619",https://www.littlelives.com/,https://eservices.mas.gov.sg/fid/institution/detail/253461-LITTLELIVES-INC-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1589,LK RE PTE. LTD.,Insurance,Registered Insurance Broker,+65 66102132,2 CENTRAL BOULEVARD #08-03A IOI CENTRAL BOULEVARD TOWERS 018916,http://www.lkins.co.kr/en,https://eservices.mas.gov.sg/fid/institution/detail/246787-LK-RE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1590,Lloyd's Asia Scheme - ALLIED WORLD SYNDICATE SERVICES (SINGAPORE) PTE. LTD. (SYNDICATE 2232),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/2341-Lloyd-s-Asia-Scheme-ALLIED-WORLD-SYNDICATE-SERVICES-SINGAPORE-PTE-LTD-SYNDICATE-2232,https://eservices.mas.gov.sg/fid/institution?page=27&count=100,27,2026-07-11,,,Not Called,,,,
