licence_record_no,institution_no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_page,verification_date
1814,1381,KB ASSET MANAGEMENT SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65802660,3 CHURCH STREET #21-01 SAMSUNG HUB 049483,,https://eservices.mas.gov.sg/fid/institution/detail/2648-KB-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,14,2026-07-11
1815,1382,KBC BANK N.V.,Banking,Wholesale Bank,+65 63952828,38 BEACH ROAD #24-12 SOUTH BEACH TOWER 189767,,https://eservices.mas.gov.sg/fid/institution/detail/3323-KBC-BANK-N-V,14,2026-07-11
1816,1382,KBC BANK N.V.,Capital Markets,Exempt Capital Markets Services Entity,+65 63952828,38 BEACH ROAD #24-12 SOUTH BEACH TOWER 189767,,https://eservices.mas.gov.sg/fid/institution/detail/3323-KBC-BANK-N-V,14,2026-07-11
1817,1382,KBC BANK N.V.,Financial Advisory,Exempt Financial Adviser,+65 63952828,38 BEACH ROAD #24-12 SOUTH BEACH TOWER 189767,,https://eservices.mas.gov.sg/fid/institution/detail/3323-KBC-BANK-N-V,14,2026-07-11
1818,1383,KEB HANA BANK,Banking,Wholesale Bank,+65 65361633,30 CECIL STREET #24-03/08 PRUDENTIAL TOWER 049712,http://www.koexbank.co.kr,https://eservices.mas.gov.sg/fid/institution/detail/3072-KEB-HANA-BANK,14,2026-07-11
1819,1383,KEB HANA BANK,Capital Markets,Exempt Capital Markets Services Entity,+65 65361633,30 CECIL STREET #24-03/08 PRUDENTIAL TOWER 049712,http://www.koexbank.co.kr,https://eservices.mas.gov.sg/fid/institution/detail/3072-KEB-HANA-BANK,14,2026-07-11
1820,1384,KEMBANGAN CAPITAL PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 87674911,"168 ROBINSON ROAD, #11-04 CAPITAL TOWER 068912",http://NA,https://eservices.mas.gov.sg/fid/institution/detail/238104-KEMBANGAN-CAPITAL-PARTNERS-PTE-LTD,14,2026-07-11
1821,1385,KENDALL COURT (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 64911121,50 RAFFLES PLACE #13-05A SINGAPORE LAND TOWER 048623,http://www.kendallcourt.com,https://eservices.mas.gov.sg/fid/institution/detail/1407-KENDALL-COURT-SINGAPORE-PTE-LTD,14,2026-07-11
1822,1386,KENEDIX ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63279001,160 ROBINSON ROAD #10-07 SBF CENTER 068914,http://None. Please refer to our parent company's webiste - www.kenedix.com,https://eservices.mas.gov.sg/fid/institution/detail/218853-KENEDIX-ASIA-PTE-LTD,14,2026-07-11
1823,1387,KENNO ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67170002,137 TELOK AYER STREET #07-08 068602,,https://eservices.mas.gov.sg/fid/institution/detail/225229-KENNO-ASSET-MANAGEMENT-PTE-LTD,14,2026-07-11
1824,1388,KENSINGTON TRUST SINGAPORE LIMITED,Capital Markets,Licensed Trust Company,+65 66351730,14 ROBINSON ROAD #12-01/02 FAR EAST FINANCE BUILDING 048545,http://www.kensington-trust.com,https://eservices.mas.gov.sg/fid/institution/detail/200843-KENSINGTON-TRUST-SINGAPORE-LIMITED,14,2026-07-11
1825,1389,KEPPEL CREDIT FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62292900,1 HARBOURFRONT AVENUE #11-05/08 KEPPEL BAY TOWER 098632,http://www.pierfront.sg,https://eservices.mas.gov.sg/fid/institution/detail/230969-KEPPEL-CREDIT-FUND-MANAGEMENT-PTE-LTD,14,2026-07-11
1826,1390,KEPPEL DC REIT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68031818,"1 HARBOURFRONT AVENUE, #11-05/08 KEPPEL BAY TOWER 098632",http://www.keppeldcreit.com,https://eservices.mas.gov.sg/fid/institution/detail/876-KEPPEL-DC-REIT-MANAGEMENT-PTE-LTD,14,2026-07-11
1827,1391,KEPPEL FUND MANAGEMENT LIMITED,Capital Markets,Capital Markets Services Licensee,+65 68031818,1 HARBOURFRONT AVENUE #10-01 KEPPEL BAY TOWER 098632,,https://eservices.mas.gov.sg/fid/institution/detail/1159-KEPPEL-FUND-MANAGEMENT-LIMITED,14,2026-07-11
1828,1392,KEPPEL REIT MANAGEMENT LIMITED,Capital Markets,Capital Markets Services Licensee,+65 68031818,1 HARBOURFRONT AVENUE LEVEL 11 KEPPEL BAY TOWER 098632,https://www.keppelreit.com/,https://eservices.mas.gov.sg/fid/institution/detail/1391-KEPPEL-REIT-MANAGEMENT-LIMITED,14,2026-07-11
1829,1393,KEXIM GLOBAL (SINGAPORE) LTD.,Banking,Merchant Bank,+65 6015 0186,88 MARKET STREET #47-04 CAPITA SPRING 048948,,https://eservices.mas.gov.sg/fid/institution/detail/254677-KEXIM-GLOBAL-SINGAPORE-LTD,14,2026-07-11
1830,1394,KEYSTONE INVESTORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60371200,10 COLLYER QUAY OCEAN FINANCIAL CENTRE #35-06/07 049315,,https://eservices.mas.gov.sg/fid/institution/detail/246883-KEYSTONE-INVESTORS-PTE-LTD,14,2026-07-11
1831,1395,KFW IPEX-BANK ASIA LTD.,Banking,Merchant Bank,6422 1560,6 SHENTON WAY #19-08 OUE DOWNTOWN 2 068809,,https://eservices.mas.gov.sg/fid/institution/detail/249101-KFW-IPEX-BANK-ASIA-LTD,14,2026-07-11
1832,1396,KGI SECURITIES (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62021188,4 SHENTON WAY #13-01 SGX CENTRE 2 068807,https://www.kgieworld.sg/,https://eservices.mas.gov.sg/fid/institution/detail/124-KGI-SECURITIES-SINGAPORE-PTE-LTD,14,2026-07-11
1833,1396,KGI SECURITIES (SINGAPORE) PTE. LTD.,Insurance,Exempt Insurance Broker,+65 62021188,4 SHENTON WAY #13-01 SGX CENTRE 2 068807,https://www.kgieworld.sg/,https://eservices.mas.gov.sg/fid/institution/detail/124-KGI-SECURITIES-SINGAPORE-PTE-LTD,14,2026-07-11
1834,1396,KGI SECURITIES (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 62021188,4 SHENTON WAY #13-01 SGX CENTRE 2 068807,https://www.kgieworld.sg/,https://eservices.mas.gov.sg/fid/institution/detail/124-KGI-SECURITIES-SINGAPORE-PTE-LTD,14,2026-07-11
1835,1397,KIARA ADVISORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65015620,1 RAFFLES PLACE #43-04 OUB CENTRE 048616,,https://eservices.mas.gov.sg/fid/institution/detail/1968-KIARA-ADVISORS-PTE-LTD,14,2026-07-11
1836,1398,KIB INSURANCE BROKERS (S) PTE LTD,Insurance,Registered Insurance Broker,+65 63779033,TRIPLE ONE SOMERSET 111 SOMERSET ROAD #03-09 238164,,https://eservices.mas.gov.sg/fid/institution/detail/529-KIB-INSURANCE-BROKERS-S-PTE-LTD,14,2026-07-11
1837,1398,KIB INSURANCE BROKERS (S) PTE LTD,Financial Advisory,Exempt Financial Adviser,+65 63779033,TRIPLE ONE SOMERSET 111 SOMERSET ROAD #03-09 238164,,https://eservices.mas.gov.sg/fid/institution/detail/529-KIB-INSURANCE-BROKERS-S-PTE-LTD,14,2026-07-11
1838,1399,KILDE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68238340,"20 MCCALLUM STREET #19-01, TOKIO MARINE CENTRE 069046",https://www.kilde.sg,https://eservices.mas.gov.sg/fid/institution/detail/236644-KILDE-PTE-LTD,14,2026-07-11
1839,1399,KILDE PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 68238340,"20 MCCALLUM STREET #19-01, TOKIO MARINE CENTRE 069046",https://www.kilde.sg,https://eservices.mas.gov.sg/fid/institution/detail/236644-KILDE-PTE-LTD,14,2026-07-11
1840,1400,KING STREET (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66718650,6 BATTERY ROAD #39-03 049909,http://www.kingstreet.com,https://eservices.mas.gov.sg/fid/institution/detail/1458-KING-STREET-SINGAPORE-PTE-LTD,14,2026-07-11
1841,1401,KING TOWER ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62382220,20 CECIL STREET #16-04 PLUS 049705,,https://eservices.mas.gov.sg/fid/institution/detail/244266-KING-TOWER-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,14,2026-07-11
1842,1402,KINGS COURT CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 90299578,600 NORTH BRIDGE ROAD #06-03 PARKVIEW SQUARE 188778,,https://eservices.mas.gov.sg/fid/institution/detail/236185-KINGS-COURT-CAPITAL-PTE-LTD,14,2026-07-11
1843,1403,KIRIM UANG SINGAPORE PTE. LTD.,Payments,Standard Payment Institution,,"37, JALAN PEMIMPIN #08-12 MAPEX 577177",,https://eservices.mas.gov.sg/fid/institution/detail/412648-KIRIM-UANG-SINGAPORE-PTE-LTD,14,2026-07-11
1844,1404,KIRIN GLOBAL INSURANCE SINGAPORE PTE. LTD.,Insurance,Captive Insurer (General),+65 6221 8222,"2, SHENTON WAY #26-01 SGX CENTRE I 068804",https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/762-KIRIN-GLOBAL-INSURANCE-SINGAPORE-PTE-LTD,28,2026-07-11
1845,1405,KIRKOSWALD ASSET MANAGEMENT ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 31297250,"12 MARINA BOULEVARD, TOWER 3, #18-02 018982",https://kirkoswald.com/,https://eservices.mas.gov.sg/fid/institution/detail/436687-KIRKOSWALD-ASSET-MANAGEMENT-ASIA-PTE-LTD,14,2026-07-11
1846,1406,KIWOOM ASSET MANAGEMENT ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97233317,9 RAFFLES PLACE #17-01 REPUBLIC PLAZA REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/427350-KIWOOM-ASSET-MANAGEMENT-ASIA-PTE-LTD,14,2026-07-11
1847,1407,KIZUNA RE III PTE. LTD.,Insurance,Reinsurer (General),+65 6221 8222,"2, SHENTON WAY #26-01 SGX CENTRE I 068804",https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/240378-KIZUNA-RE-III-PTE-LTD,28,2026-07-11
1848,1408,KK INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97866488,9 RAFFLES PLACE #26-01 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/200615-KK-INVESTMENT-MANAGEMENT-PTE-LTD,14,2026-07-11
1849,1409,KKR CREDIT ADVISORS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69225800,8 MARINA VIEW ASIA SQUARE TOWER 1 #33-04 018960,http://www.kkr.com,https://eservices.mas.gov.sg/fid/institution/detail/235666-KKR-CREDIT-ADVISORS-SINGAPORE-PTE-LTD,14,2026-07-11
1850,1410,KKR SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69225800,8 MARINA VIEW #33-04 ASIA SQUARE TOWER 1 018960,http://www.kkr.com,https://eservices.mas.gov.sg/fid/institution/detail/2162-KKR-SINGAPORE-PTE-LTD,14,2026-07-11
1851,1411,KLAY CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63223669,"9 STRAITS VIEW, #08-11 MARINA ONE WEST TOWER 018937",,https://eservices.mas.gov.sg/fid/institution/detail/239625-KLAY-CAPITAL-PTE-LTD,14,2026-07-11
1852,1411,KLAY CAPITAL PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 63223669,"9 STRAITS VIEW, #08-11 MARINA ONE WEST TOWER 018937",,https://eservices.mas.gov.sg/fid/institution/detail/239625-KLAY-CAPITAL-PTE-LTD,14,2026-07-11
1853,1412,KLIQ PTE. LTD.,Payments,Major Payment Institution,65 88110202,"31 KAKI BUKIT ROAD 3, #05-22, TECHLINK 417818",https://eremit.sg,https://eservices.mas.gov.sg/fid/institution/detail/201039-KLIQ-PTE-LTD,28,2026-07-11
1854,1413,Koch Metals Trading Pte. Ltd.,Capital Markets,Capital Markets Services Licensee,+65 67327555,260 ORCHARD ROAD #09-01/09 THE HEEREN 238855,http://www.kochmetals.com,https://eservices.mas.gov.sg/fid/institution/detail/200657-Koch-Metals-Trading-Pte-Ltd,14,2026-07-11
1855,1414,KOIPY GLOBAL PTE. LTD.,Payments,Standard Payment Institution,65 67949114,21 BUKIT BATOK CRESCENT #24-79 WCEGA TOWER 658065,,https://eservices.mas.gov.sg/fid/institution/detail/409388-KOIPY-GLOBAL-PTE-LTD,14,2026-07-11
1856,1415,KOK WEE SIN TEXTILES BATIK & GARMENTS,Payments,Money-changing Licensee,65 62695443,306 WOODLANDS STREET 31 #01-45B 730306,,https://eservices.mas.gov.sg/fid/institution/detail/2689-KOK-WEE-SIN-TEXTILES-BATIK-GARMENTS,14,2026-07-11
1857,1416,KOKILA TRADING & MONEY CHANGER,Payments,Money-changing Licensee,65 64385224,210 NEW UPPER CHANGI ROAD #01-725 460210,,https://eservices.mas.gov.sg/fid/institution/detail/2936-KOKILA-TRADING-MONEY-CHANGER,14,2026-07-11
1858,1417,"KOOKMIN BANK CO., LTD.",Banking,Wholesale Bank,+65 63097100,10 COLLYER QUAY #09-01-05 OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/248301-KOOKMIN-BANK-CO-LTD,14,2026-07-11
1859,1417,"KOOKMIN BANK CO., LTD.",Capital Markets,Exempt Capital Markets Services Entity,+65 63097100,10 COLLYER QUAY #09-01-05 OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/248301-KOOKMIN-BANK-CO-LTD,14,2026-07-11
1860,1417,"KOOKMIN BANK CO., LTD.",Financial Advisory,Exempt Financial Adviser,+65 63097100,10 COLLYER QUAY #09-01-05 OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/248301-KOOKMIN-BANK-CO-LTD,14,2026-07-11
1861,1418,KOOLBARDI PTE. LTD.,Insurance,Captive Insurer (General),+65 6221 8222,"2, SHENTON WAY #26-01 SGX CENTRE I 068804",https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/425328-KOOLBARDI-PTE-LTD,28,2026-07-11
1862,1419,KORA SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+1 2122575657,8 EU TONG SEN STREET #18-92 THE CENTRAL 059818,https://koracap.com/,https://eservices.mas.gov.sg/fid/institution/detail/408412-KORA-SINGAPORE-PTE-LTD,14,2026-07-11
1863,1420,KORE US REIT Management Pte. Ltd.,Capital Markets,Capital Markets Services Licensee,+65 68031818,1 HARBOURFRONT AVENUE #11-05/08 KEPPEL BAY TOWER 098632,,https://eservices.mas.gov.sg/fid/institution/detail/218334-KORE-US-REIT-Management-Pte-Ltd,14,2026-07-11
1864,1421,"Korea Exchange, Inc.",Capital Markets,Recognised Market Operator,+82 516622000,"40 MUNHYEONGEUMYUNG-RO NAMGU, BUSAN, REPUBLIC OF KOREA 0",http://global.krx.co.kr/,https://eservices.mas.gov.sg/fid/institution/detail/411432-Korea-Exchange-Inc,14,2026-07-11
1865,1422,KOREA INVESTMENT & SECURITIES SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65015600,1 RAFFLES PLACE OUB CENTRE #43-04 048616,,https://eservices.mas.gov.sg/fid/institution/detail/1971-KOREA-INVESTMENT-SECURITIES-SINGAPORE-PTE-LTD,14,2026-07-11
1866,1422,KOREA INVESTMENT & SECURITIES SINGAPORE PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 65015600,1 RAFFLES PLACE OUB CENTRE #43-04 048616,,https://eservices.mas.gov.sg/fid/institution/detail/1971-KOREA-INVESTMENT-SECURITIES-SINGAPORE-PTE-LTD,14,2026-07-11
1867,1423,KOREA INVESTMENT PARTNERS SOUTHEAST ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62280490,65 CHULIA STREET #49-04 OCBC CENTRE 049513,,https://eservices.mas.gov.sg/fid/institution/detail/246937-KOREA-INVESTMENT-PARTNERS-SOUTHEAST-ASIA-PTE-LTD,14,2026-07-11
1868,1424,KOREAN REINSURANCE COMPANY,Insurance,Reinsurer (General),+65 6227 6411,"8, CROSS STREET #09-02/03 MANULIFE TOWER 048424",,https://eservices.mas.gov.sg/fid/institution/detail/3101-KOREAN-REINSURANCE-COMPANY,14,2026-07-11
1869,1425,KORU FAMILY OFFICE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68171166,9 RAFFLES PLACE #06-00 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/226619-KORU-FAMILY-OFFICE-PTE-LTD,14,2026-07-11
1870,1426,KORU PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69100177,"36 CARPENTER STREET #02-01, CARPENTER HAUS 059915",,https://eservices.mas.gov.sg/fid/institution/detail/1211-KORU-PARTNERS-PTE-LTD,14,2026-07-11
1871,1426,KORU PARTNERS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 69100177,"36 CARPENTER STREET #02-01, CARPENTER HAUS 059915",,https://eservices.mas.gov.sg/fid/institution/detail/1211-KORU-PARTNERS-PTE-LTD,14,2026-07-11
1872,1427,KOTAK MAHINDRA (UK) LIMITED (SINGAPORE BRANCH),Capital Markets,Capital Markets Services Licensee,+65 62905590,16 RAFFLES QUAY #31-01 HONG LEONG BUILDING 048581,http://www.kotak.com,https://eservices.mas.gov.sg/fid/institution/detail/3442-KOTAK-MAHINDRA-UK-LIMITED-SINGAPORE-BRANCH,14,2026-07-11
1873,1427,KOTAK MAHINDRA (UK) LIMITED (SINGAPORE BRANCH),Financial Advisory,Exempt Financial Adviser,+65 62905590,16 RAFFLES QUAY #31-01 HONG LEONG BUILDING 048581,http://www.kotak.com,https://eservices.mas.gov.sg/fid/institution/detail/3442-KOTAK-MAHINDRA-UK-LIMITED-SINGAPORE-BRANCH,14,2026-07-11
1874,1428,KOTAK MAHINDRA ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63956970,16 RAFFLES QUAY #31-02 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/4360-KOTAK-MAHINDRA-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,14,2026-07-11
1875,1429,KOTAM PTE. LTD.,Capital Markets,Capital Markets Services Licensee,82 220904634,50 RAFFLES PLACE #37-00 SINGAPORE LAND TOWER 048623,,https://eservices.mas.gov.sg/fid/institution/detail/218066-KOTAM-PTE-LTD,14,2026-07-11
1876,1430,KOVICS TRADING SPORE PTE LTD,Payments,Money-changing Licensee,+65 8647 5895,"101 KITCHENER ROAD, #02-42, JALAN BESAR PLAZA 208511",,https://eservices.mas.gov.sg/fid/institution/detail/467-KOVICS-TRADING-SPORE-PTE-LTD,14,2026-07-11
1877,1431,KPMG CORPORATE FINANCE PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 62133388,"12 MARINA VIEW, ASIA SQUARE TOWER 2, #15-01 018961",http://www.kpmg.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/415-KPMG-CORPORATE-FINANCE-PTE-LTD,14,2026-07-11
1878,1432,KREDENS CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 86984397,"100 PECK SEAH STREET, #08-05 079333",https://kredenscapital.com/,https://eservices.mas.gov.sg/fid/institution/detail/201208-KREDENS-CAPITAL-MANAGEMENT-PTE-LTD,14,2026-07-11
1879,1433,KRIS+ PTE. LTD.,Payments,Major Payment Institution,,25 AIRLINE ROAD AIRLINE HOUSE 819829,,https://eservices.mas.gov.sg/fid/institution/detail/417358-KRIS-PTE-LTD,14,2026-07-11
1880,1434,KRISTAL ADVISORS (SG) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 85119486,"16 RAFFLES QUAY, #09-01, HONG LEONG BUILDING 048581",http://www.kristal.ai,https://eservices.mas.gov.sg/fid/institution/detail/218839-KRISTAL-ADVISORS-SG-PTE-LTD,14,2026-07-11
1881,1434,KRISTAL ADVISORS (SG) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 85119486,"16 RAFFLES QUAY, #09-01, HONG LEONG BUILDING 048581",http://www.kristal.ai,https://eservices.mas.gov.sg/fid/institution/detail/218839-KRISTAL-ADVISORS-SG-PTE-LTD,14,2026-07-11
1882,1435,KROLL TRUSTEE SERVICES (SINGAPORE) PTE. LIMITED,Capital Markets,Licensed Trust Company,+65 65899190,1 RAFFLES PLACE #29-1 TO 3 ONE RAFFLES PLACE TOWER 1 048616,https://www.kroll.com/en/services/agency-and-trustee-services,https://eservices.mas.gov.sg/fid/institution/detail/226579-KROLL-TRUSTEE-SERVICES-SINGAPORE-PTE-LIMITED,14,2026-07-11
1883,1436,KRUNG THAI BANK PUBLIC COMPANY LIMITED,Banking,Wholesale Bank,+65 65336691,65 CHULIA STREET #32-05/08 OCBC CENTRE 049513,http://www.ktb.co.th,https://eservices.mas.gov.sg/fid/institution/detail/3255-KRUNG-THAI-BANK-PUBLIC-COMPANY-LIMITED,14,2026-07-11
1884,1437,KSC (S) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62244813,101 CECIL STREET #13-09 TONG ENG BUILDING 069533,,https://eservices.mas.gov.sg/fid/institution/detail/1448-KSC-S-PTE-LTD,14,2026-07-11
1885,1438,KV ASIA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69111964,63 CHULIA STREET #15-01 OCBC CENTRE EAST 049514,,https://eservices.mas.gov.sg/fid/institution/detail/2359-KV-ASIA-CAPITAL-PTE-LTD,14,2026-07-11
1886,1439,KWAN HEI GLOBAL PTE. LTD.,Payments,Major Payment Institution,,"140, ROBINSON ROAD #09-06 CROWN AT ROBINSON 068907",,https://eservices.mas.gov.sg/fid/institution/detail/414820-KWAN-HEI-GLOBAL-PTE-LTD,14,2026-07-11
1887,1440,KYORITSU INSURANCE BROKERS (SINGAPORE) PTE. LTD.,Insurance,Registered Insurance Broker,+65 65363075,112 ROBINSON ROAD #10-02 ROBINSON 112 068902,,https://eservices.mas.gov.sg/fid/institution/detail/2552-KYORITSU-INSURANCE-BROKERS-SINGAPORE-PTE-LTD,14,2026-07-11
1888,1440,KYORITSU INSURANCE BROKERS (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 65363075,112 ROBINSON ROAD #10-02 ROBINSON 112 068902,,https://eservices.mas.gov.sg/fid/institution/detail/2552-KYORITSU-INSURANCE-BROKERS-SINGAPORE-PTE-LTD,14,2026-07-11
1889,1441,L CATTERTON SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66727600,"36 BEACH ROAD, #02-02 189766",http://www.lcattertonasia.com,https://eservices.mas.gov.sg/fid/institution/detail/2288-L-CATTERTON-SINGAPORE-PTE-LTD,14,2026-07-11
1890,1442,L-BRIDGE CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65409399,3 CHURCH STREET #11-03 SAMSUNG HUB 049483,http://www.lbridgecap.com,https://eservices.mas.gov.sg/fid/institution/detail/218518-L-BRIDGE-CAPITAL-PTE-LTD,14,2026-07-11
1891,1442,L-BRIDGE CAPITAL PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 65409399,3 CHURCH STREET #11-03 SAMSUNG HUB 049483,http://www.lbridgecap.com,https://eservices.mas.gov.sg/fid/institution/detail/218518-L-BRIDGE-CAPITAL-PTE-LTD,14,2026-07-11
1892,1443,L-ENERGY CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69317477,7 HARVEY ROAD #10-01 LEBOND BUILDING 369613,https://le.capital,https://eservices.mas.gov.sg/fid/institution/detail/410849-L-ENERGY-CAPITAL-PTE-LTD,14,2026-07-11
1893,1444,L.C.H. (S) PTE LTD,Insurance,Registered Insurance Broker,+65 62213366,16 RAFFLES QUAY #34-01 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/285-L-C-H-S-PTE-LTD,14,2026-07-11
1894,1444,L.C.H. (S) PTE LTD,Financial Advisory,Exempt Financial Adviser,+65 62213366,16 RAFFLES QUAY #34-01 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/285-L-C-H-S-PTE-LTD,14,2026-07-11
1895,1445,LabyrinthX Technologies Pte. Ltd.,Capital Markets,Recognised Market Operator,+65 69807783,"151 CHIN SWEE ROAD, #07-12 MANHATTAN HOUSE 169876",https://www.agx.co,https://eservices.mas.gov.sg/fid/institution/detail/416441-LabyrinthX-Technologies-Pte-Ltd,14,2026-07-11
1896,1446,LAND BANK OF TAIWAN,Banking,Wholesale Bank,+65 63494555,80 RAFFLES PLACE #34-01 UOB PLAZA 1 048624,,https://eservices.mas.gov.sg/fid/institution/detail/3367-LAND-BANK-OF-TAIWAN,14,2026-07-11
1897,1447,LANDESBANK BADEN-WURTTEMBERG,Banking,Wholesale Bank,+65 65627722,79 ROBINSON ROAD #20-01 068897,,https://eservices.mas.gov.sg/fid/institution/detail/3270-LANDESBANK-BADEN-WURTTEMBERG,14,2026-07-11
1898,1447,LANDESBANK BADEN-WURTTEMBERG,Capital Markets,Exempt Capital Markets Services Entity,+65 65627722,79 ROBINSON ROAD #20-01 068897,,https://eservices.mas.gov.sg/fid/institution/detail/3270-LANDESBANK-BADEN-WURTTEMBERG,14,2026-07-11
1899,1447,LANDESBANK BADEN-WURTTEMBERG,Financial Advisory,Exempt Financial Adviser,+65 65627722,79 ROBINSON ROAD #20-01 068897,,https://eservices.mas.gov.sg/fid/institution/detail/3270-LANDESBANK-BADEN-WURTTEMBERG,14,2026-07-11
1900,1448,LANDESBANK HESSEN-THUERINGEN GIROZENTRALE,Banking,Representative Office (Banking),+65 62380400,1 TEMASEK AVENUE #05-04 MILLENIA TOWER 039192,,https://eservices.mas.gov.sg/fid/institution/detail/218041-LANDESBANK-HESSEN-THUERINGEN-GIROZENTRALE,14,2026-07-11
1901,1449,LANDMARK COMMERCE PTE. LTD.,Payments,Major Payment Institution,,182 CECIL STREET #17-102A FRASERS TOWER 069547,,https://eservices.mas.gov.sg/fid/institution/detail/409580-LANDMARK-COMMERCE-PTE-LTD,14,2026-07-11
1902,1450,LANDMARK REIT MANAGEMENT LTD.,Capital Markets,Capital Markets Services Licensee,+65 64109138,6 SHENTON WAY OUE DOWNTOWN 1 #40-05 068809,http://www.lmir-trust.com,https://eservices.mas.gov.sg/fid/institution/detail/1818-LANDMARK-REIT-MANAGEMENT-LTD,14,2026-07-11
1903,1451,LARKFIELD ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63233174,6 SHENTON WAY #40-01 OUE DOWNTOWN 1 068809,,https://eservices.mas.gov.sg/fid/institution/detail/1331-LARKFIELD-ASSET-MANAGEMENT-PTE-LTD,14,2026-07-11
1904,1451,LARKFIELD ASSET MANAGEMENT PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 63233174,6 SHENTON WAY #40-01 OUE DOWNTOWN 1 068809,,https://eservices.mas.gov.sg/fid/institution/detail/1331-LARKFIELD-ASSET-MANAGEMENT-PTE-LTD,14,2026-07-11
